,_id_x,ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period_x,_id_y,period_y,pv_estimate
1562,5b8ab85a6cc249162d3b25d8,0,0,0,0,0,0,0,0,13,139,-120,37,2018-09-01 16:30:00+00:00,PT30M,5b8ac42f5f627d7595a54c3d,PT30M,0.0
1563,5b8abf336cc249162d3b25da,0,0,0,0,0,0,0,0,13,134,-113,44,2018-09-01 17:00:00+00:00,PT30M,5b8acb085f627d7595a54c3f,PT30M,0.0
1564,5b8ac60c6cc249162d3b25dc,0,0,0,0,0,0,0,0,13,128,-107,42,2018-09-01 17:30:00+00:00,PT30M,5b8ad1e35f627d7595a54c41,PT30M,0.0
1565,5b8acce66cc249162d3b25de,0,0,0,0,0,0,0,0,13,122,-102,42,2018-09-01 18:00:00+00:00,PT30M,5b8ad8bf5f627d7595a54c43,PT30M,0.0
1566,5b8ad3be6cc249162d3b25e0,0,0,0,0,0,0,0,0,13,116,-97,38,2018-09-01 18:30:00+00:00,PT30M,5b8adf995f627d7595a54c45,PT30M,0.0
1567,5b8ae1706cc249162d3b25e4,0,0,0,0,0,0,0,0,13,109,-93,45,2018-09-01 19:00:00+00:00,PT30M,5b8ae6725f627d7595a54c47,PT30M,0.0
1568,5b8ae8496cc249162d3b25e6,0,0,0,0,0,0,0,0,13,103,-88,46,2018-09-01 19:30:00+00:00,PT30M,5b8aed4c5f627d7595a54c49,PT30M,0.0
1569,5b8aef216cc249162d3b25e8,0,0,0,0,0,0,0,0,13,97,-84,45,2018-09-01 20:00:00+00:00,PT30M,5b8af42a5f627d7595a54c4b,PT30M,0.0
1570,5b8af5fa6cc249162d3b25ea,5,5,2,0,2,0,2,4,13,91,-80,44,2018-09-01 20:30:00+00:00,PT30M,5b8afb035f627d7595a54c4d,PT30M,1.77132677736241
1571,5b8afcd36cc249162d3b25ec,36,38,33,2,14,10,20,34,13,85,-76,45,2018-09-01 21:00:00+00:00,PT30M,5b8b01dc5f627d7595a54c4f,PT30M,9.74229727549328
1572,5b8b03ab6cc249162d3b25ee,85,99,73,6,35,21,71,79,13,79,-71,43,2018-09-01 21:30:00+00:00,PT30M,5b8b08b55f627d7595a54c51,PT30M,52.6601631422174
1573,5b8b0a856cc249162d3b25f0,142,164,122,13,49,38,85,128,13,73,-67,42,2018-09-01 22:00:00+00:00,PT30M,5b8b0f8e5f627d7595a54c53,PT30M,102.979930880926
1574,5b8b115d6cc249162d3b25f2,347,347,336,269,689,666,689,78,13,67,-61,51,2018-09-01 22:30:00+00:00,PT30M,5b8b16695f627d7595a54c55,PT30M,194.260026029417
1575,5b8b18366cc249162d3b25f4,134,147,117,1,2,1,3,133,13,62,-56,69,2018-09-01 23:00:00+00:00,PT30M,5b8b1d435f627d7595a54c57,PT30M,84.8208638890178
1576,5b8b1f106cc249162d3b25f6,118,132,104,21,1,1,2,117,13,57,-49,77,2018-09-01 23:30:00+00:00,PT30M,5b8b241c5f627d7595a54c59,PT30M,98.3762671094623
1577,5b8b25ec6cc249162d3b25f8,205,221,197,2,4,3,5,202,13,53,-42,65,2018-09-02 00:00:00+00:00,PT30M,5b8b2af55f627d7595a54c5b,PT30M,190.908793395989
1578,5b8b2cc46cc249162d3b25fa,240,317,194,3,5,2,21,237,13,49,-34,63,2018-09-02 00:30:00+00:00,PT30M,5b8b31d25f627d7595a54c5d,PT30M,267.114717227481
1579,5b8b339d6cc249162d3b25fc,288,481,213,10,15,3,174,277,13,46,-25,58,2018-09-02 01:00:00+00:00,PT30M,5b8b38ab5f627d7595a54c5f,PT30M,422.762409599749
1580,5b8b3a766cc249162d3b25fe,728,728,691,616,860,816,860,112,13,44,-14,39,2018-09-02 01:30:00+00:00,PT30M,5b8b3f855f627d7595a54c61,PT30M,190.420563580727
1581,5b8b414f6cc249162d3b2600,271,547,179,6,8,1,388,265,13,43,-4,63,2018-09-02 02:00:00+00:00,PT30M,5b8b46605f627d7595a54c63,PT30M,283.812809918562
1582,5b8b482c6cc249162d3b2602,469,694,269,82,112,19,731,387,13,43,7,36,2018-09-02 02:30:00+00:00,PT30M,5b8b4d3a5f627d7595a54c65,PT30M,505.164618636583
1583,5b8b55de6cc249162d3b2606,609,645,483,412,607,202,720,196,14,47,28,10,2018-09-02 03:30:00+00:00,PT30M,5b8b5aed5f627d7595a54c69,PT30M,502.415177130215
1584,5b8b5cb76cc249162d3b2608,535,583,444,312,492,183,656,223,14,50,37,14,2018-09-02 04:00:00+00:00,PT30M,5b8b61c65f627d7595a54c6b,PT30M,489.79081569923
1585,5b8b63906cc249162d3b260a,503,534,454,326,561,367,688,176,14,54,45,11,2018-09-02 04:30:00+00:00,PT30M,5b8b68a15f627d7595a54c6d,PT30M,439.840856291307
1586,5b8b6a696cc249162d3b260c,403,433,333,207,413,141,547,195,14,59,52,17,2018-09-02 05:00:00+00:00,PT30M,5b8b6f785f627d7595a54c6f,PT30M,353.585724964817
1587,5b8b714b6cc249162d3b260e,352,387,322,202,465,311,652,150,14,64,58,12,2018-09-02 05:30:00+00:00,PT30M,5b8b76515f627d7595a54c71,PT30M,374.082916444695
1588,5b8b78246cc249162d3b2610,278,299,260,162,459,347,591,115,14,69,63,9,2018-09-02 06:00:00+00:00,PT30M,5b8b7d2d5f627d7595a54c73,PT30M,214.628612095893
1589,5b8b7efe6cc249162d3b2612,170,181,152,60,230,130,312,110,13,75,68,18,2018-09-02 06:30:00+00:00,PT30M,5b8b84075f627d7595a54c75,PT30M,164.963725792754
1590,5b8b85da6cc249162d3b2614,84,102,62,17,95,20,234,67,13,81,73,24,2018-09-02 07:00:00+00:00,PT30M,5b8b8ae15f627d7595a54c77,PT30M,65.5664338027286
1591,5b8b8cb26cc249162d3b2616,19,22,14,1,5,2,9,18,13,87,77,49,2018-09-02 07:30:00+00:00,PT30M,5b8b91ba5f627d7595a54c79,PT30M,14.8350476790998
1592,5b8b938b6cc249162d3b2618,2,3,2,0,2,2,2,2,13,93,82,10,2018-09-02 08:00:00+00:00,PT30M,5b8b98935f627d7595a54c7b,PT30M,0.0
1593,5b8b9a646cc249162d3b261a,0,0,0,0,0,0,0,0,13,99,86,13,2018-09-02 08:30:00+00:00,PT30M,5b8ba6485f627d7595a54c7f,PT30M,0.0
1594,5b8ba13f6cc249162d3b261c,0,0,0,0,0,0,0,0,13,105,90,13,2018-09-02 09:00:00+00:00,PT30M,5b8bad225f627d7595a54c81,PT30M,0.0
1595,5b8ba8186cc249162d3b261e,0,0,0,0,0,0,0,0,13,111,94,12,2018-09-02 09:30:00+00:00,PT30M,5b8bb4005f627d7595a54c83,PT30M,0.0
1596,5b8baef16cc249162d3b2620,0,0,0,0,0,0,0,0,13,117,99,11,2018-09-02 10:00:00+00:00,PT30M,5b8bbadb5f627d7595a54c85,PT30M,0.0
1597,5b8bb5cb6cc249162d3b2622,0,0,0,0,0,0,0,0,13,124,104,11,2018-09-02 10:30:00+00:00,PT30M,5b8bc1c05f627d7595a54c87,PT30M,0.0
1598,5b8bbca56cc249162d3b2624,0,0,0,0,0,0,0,0,13,129,109,12,2018-09-02 11:00:00+00:00,PT30M,5b8bc89c5f627d7595a54c89,PT30M,0.0
1599,5b8bc37e6cc249162d3b2626,0,0,0,0,0,0,0,0,13,135,115,15,2018-09-02 11:30:00+00:00,PT30M,5b8bcf755f627d7595a54c8b,PT30M,0.0
1600,5b8bca576cc249162d3b2628,0,0,0,0,0,0,0,0,13,141,123,19,2018-09-02 12:00:00+00:00,PT30M,5b8bd64e5f627d7595a54c8d,PT30M,0.0
1601,5b8bd1316cc249162d3b262a,0,0,0,0,0,0,0,0,13,146,132,23,2018-09-02 12:30:00+00:00,PT30M,5b8bdd285f627d7595a54c8f,PT30M,0.0
1602,5b8bd8096cc249162d3b262c,0,0,0,0,0,0,0,0,13,150,144,28,2018-09-02 13:00:00+00:00,PT30M,5b8be4015f627d7595a54c91,PT30M,0.0
1603,5b8bdee66cc249162d3b262e,0,0,0,0,0,0,0,0,13,153,158,33,2018-09-02 13:30:00+00:00,PT30M,5b8beada5f627d7595a54c93,PT30M,0.0
1604,5b8bec9f6cc249162d3b2632,0,0,0,0,0,0,0,0,13,154,174,36,2018-09-02 14:00:00+00:00,PT30M,5b8bf1ba5f627d7595a54c95,PT30M,0.0
1605,5b8bf37b6cc249162d3b2634,0,0,0,0,0,0,0,0,13,154,-169,40,2018-09-02 14:30:00+00:00,PT30M,5b8bf89e5f627d7595a54c97,PT30M,0.0
1606,5b8bfa546cc249162d3b2636,0,0,0,0,0,0,0,0,13,152,-153,43,2018-09-02 15:00:00+00:00,PT30M,5b8bff785f627d7595a54c99,PT30M,0.0
1607,5b8c012e6cc249162d3b2638,0,0,0,0,0,0,0,0,13,148,-140,47,2018-09-02 15:30:00+00:00,PT30M,5b8c06515f627d7595a54c9b,PT30M,0.0
1608,5b8c08076cc249162d3b263a,0,0,0,0,0,0,0,0,13,144,-129,51,2018-09-02 16:00:00+00:00,PT30M,5b8c0d2a5f627d7595a54c9d,PT30M,0.0
1609,5b8c0ee06cc249162d3b263c,0,0,0,0,0,0,0,0,13,139,-120,54,2018-09-02 16:30:00+00:00,PT30M,5b8c14045f627d7595a54c9f,PT30M,0.0
1610,5b8c15b96cc249162d3b263e,0,0,0,0,0,0,0,0,13,133,-113,58,2018-09-02 17:00:00+00:00,PT30M,5b8c1adf5f627d7595a54ca1,PT30M,0.0
1611,5b8c1c936cc249162d3b2640,0,0,0,0,0,0,0,0,13,127,-107,60,2018-09-02 17:30:00+00:00,PT30M,5b8c21b75f627d7595a54ca3,PT30M,0.0
1612,5b8c236d6cc249162d3b2642,0,0,0,0,0,0,0,0,13,121,-102,63,2018-09-02 18:00:00+00:00,PT30M,5b8c28a05f627d7595a54ca5,PT30M,0.0
1613,5b8c2a476cc249162d3b2644,0,0,0,0,0,0,0,0,13,115,-97,64,2018-09-02 18:30:00+00:00,PT30M,5b8c2f7a5f627d7595a54ca7,PT30M,0.0
1614,5b8c31206cc249162d3b2646,0,0,0,0,0,0,0,0,13,109,-93,66,2018-09-02 19:00:00+00:00,PT30M,5b8c36535f627d7595a54ca9,PT30M,0.0
1615,5b8c37fa6cc249162d3b2648,0,0,0,0,0,0,0,0,13,103,-89,17,2018-09-02 19:30:00+00:00,PT30M,5b8c3d2d5f627d7595a54cab,PT30M,0.0
1616,5b8c3ed46cc249162d3b264a,0,0,0,0,0,0,0,0,13,97,-85,18,2018-09-02 20:00:00+00:00,PT30M,5b8c44075f627d7595a54cad,PT30M,0.0
1617,5b8c45ae6cc249162d3b264c,9,9,9,3,18,12,18,6,13,91,-80,1,2018-09-02 20:30:00+00:00,PT30M,5b8c4ae05f627d7595a54caf,PT30M,5.61800688450184
1618,5b8c4c8b6cc249162d3b264e,67,68,64,31,182,163,183,36,13,84,-76,20,2018-09-02 21:00:00+00:00,PT30M,5b8c51b75f627d7595a54cb1,PT30M,32.5462541194191
1619,5b8c53646cc249162d3b2650,118,131,104,28,133,75,229,91,14,78,-72,24,2018-09-02 21:30:00+00:00,PT30M,5b8c58915f627d7595a54cb3,PT30M,71.3683828579752
1620,5b8c5a3c6cc249162d3b2652,205,230,190,78,260,180,433,127,14,73,-67,18,2018-09-02 22:00:00+00:00,PT30M,5b8c5f6a5f627d7595a54cb5,PT30M,171.568892256713
1621,5b8c61156cc249162d3b2654,259,295,243,76,194,134,371,183,14,67,-62,26,2018-09-02 22:30:00+00:00,PT30M,5b8c66445f627d7595a54cb7,PT30M,204.143706649526
1622,5b8c67ef6cc249162d3b2656,255,301,236,23,49,33,146,231,14,62,-56,42,2018-09-02 23:00:00+00:00,PT30M,5b8c6d1e5f627d7595a54cb9,PT30M,226.121271774385
1623,5b8c6ec86cc249162d3b2658,340,361,316,58,106,72,148,282,14,57,-50,35,2018-09-02 23:30:00+00:00,PT30M,5b8c73f95f627d7595a54cbb,PT30M,266.829921418501
1624,5b8c75a06cc249162d3b265a,336,374,305,29,47,26,88,307,15,52,-42,44,2018-09-03 00:00:00+00:00,PT30M,5b8c7ad25f627d7595a54cbd,PT30M,233.739677584139
1625,5b8c7c7a6cc249162d3b265c,321,388,290,14,21,11,64,307,15,48,-34,50,2018-09-03 00:30:00+00:00,PT30M,5b8c81ab5f627d7595a54cbf,PT30M,228.072898986205
1626,5b8c83536cc249162d3b265e,301,349,249,8,11,6,24,293,15,45,-25,56,2018-09-03 01:00:00+00:00,PT30M,5b8c88835f627d7595a54cc1,PT30M,442.815565495294
1627,5b8c8a2b6cc249162d3b2660,325,365,229,10,13,3,24,315,15,43,-14,55,2018-09-03 01:30:00+00:00,PT30M,5b8c8f5e5f627d7595a54cc3,PT30M,255.346889966351
1628,5b8c91046cc249162d3b2662,306,325,269,6,8,5,12,299,15,42,-4,58,2018-09-03 02:00:00+00:00,PT30M,5b8c96375f627d7595a54cc5,PT30M,279.32860573952
1629,5b8c97dd6cc249162d3b2664,317,340,282,8,10,6,15,310,15,42,7,56,2018-09-03 02:30:00+00:00,PT30M,5b8c9d105f627d7595a54cc7,PT30M,255.296937780668
1630,5b8ca58f6cc249162d3b2668,269,351,218,5,7,3,28,264,15,46,28,61,2018-09-03 03:30:00+00:00,PT30M,5b8caac45f627d7595a54ccb,PT30M,139.037051617469
1631,5b8cac686cc249162d3b266a,133,187,82,257,1,75,2,133,15,50,37,78,2018-09-03 04:00:00+00:00,PT30M,5b8cb8775f627d7595a54ccf,PT30M,58.0034738219238
1632,5b8cb34a6cc249162d3b266c,70,126,26,224,381,71,1,70,15,54,45,87,2018-09-03 04:30:00+00:00,PT30M,5b8cbf515f627d7595a54cd1,PT30M,58.0034738219238
1633,5b8cba2c6cc249162d3b266e,112,169,62,180,1,64,9,111,15,58,52,76,2018-09-03 05:00:00+00:00,PT30M,5b8cc62a5f627d7595a54cd3,PT30M,79.6946676381127
1634,5b8cc1056cc249162d3b2670,158,242,103,3,7,1,67,154,15,63,58,60,2018-09-03 05:30:00+00:00,PT30M,5b8ccd035f627d7595a54cd5,PT30M,110.241943068896
1635,5b8cc7de6cc249162d3b2672,125,194,88,3,7,2,76,123,15,69,64,58,2018-09-03 06:00:00+00:00,PT30M,5b8cd3dc5f627d7595a54cd7,PT30M,158.445909820741
1636,5b8cceb76cc249162d3b2674,136,158,121,17,65,35,146,119,15,75,69,34,2018-09-03 06:30:00+00:00,PT30M,5b8cdab55f627d7595a54cd9,PT30M,144.49454628649
1637,5b8cd5906cc249162d3b2676,86,95,78,16,92,56,141,70,15,80,73,24,2018-09-03 07:00:00+00:00,PT30M,5b8ce18e5f627d7595a54cdb,PT30M,84.7055645128695
1638,5b8cdc686cc249162d3b2678,27,34,21,3,18,8,50,24,15,86,78,32,2018-09-03 07:30:00+00:00,PT30M,5b8ce8675f627d7595a54cdd,PT30M,18.6908478664239
1639,5b8ce3416cc249162d3b267a,3,3,3,0,2,2,2,2,14,93,82,11,2018-09-03 08:00:00+00:00,PT30M,5b8cef405f627d7595a54cdf,PT30M,0.0
1640,5b8cea1a6cc249162d3b267c,0,0,0,0,0,0,0,0,14,99,86,18,2018-09-03 08:30:00+00:00,PT30M,5b8cf6185f627d7595a54ce1,PT30M,0.0
1641,5b8cf7cb6cc249162d3b2680,0,0,0,0,0,0,0,0,14,105,90,17,2018-09-03 09:00:00+00:00,PT30M,5b8cfcf15f627d7595a54ce3,PT30M,0.0
1642,5b8cfea46cc249162d3b2682,0,0,0,0,0,0,0,0,14,111,95,17,2018-09-03 09:30:00+00:00,PT30M,5b8d03ca5f627d7595a54ce5,PT30M,0.0
1643,5b8d05806cc249162d3b2684,0,0,0,0,0,0,0,0,14,117,99,17,2018-09-03 10:00:00+00:00,PT30M,5b8d0aa35f627d7595a54ce7,PT30M,0.0
1644,5b8d0c596cc249162d3b2686,0,0,0,0,0,0,0,0,14,123,104,17,2018-09-03 10:30:00+00:00,PT30M,5b8d117c5f627d7595a54ce9,PT30M,0.0
1645,5b8d13386cc249162d3b2688,0,0,0,0,0,0,0,0,14,129,110,17,2018-09-03 11:00:00+00:00,PT30M,5b8d18575f627d7595a54ceb,PT30M,0.0
1646,5b8d1a146cc249162d3b268a,0,0,0,0,0,0,0,0,14,135,116,17,2018-09-03 11:30:00+00:00,PT30M,5b8d1f315f627d7595a54ced,PT30M,0.0
1647,5b8d20ed6cc249162d3b268c,0,0,0,0,0,0,0,0,14,140,124,18,2018-09-03 12:00:00+00:00,PT30M,5b8d260b5f627d7595a54cef,PT30M,0.0
1648,5b8d27c76cc249162d3b268e,0,0,0,0,0,0,0,0,14,145,133,18,2018-09-03 12:30:00+00:00,PT30M,5b8d2ce45f627d7595a54cf1,PT30M,0.0
1649,5b8d2ea46cc249162d3b2690,0,0,0,0,0,0,0,0,14,149,144,18,2018-09-03 13:00:00+00:00,PT30M,5b8d33be5f627d7595a54cf3,PT30M,0.0
1650,5b8d357d6cc249162d3b2692,0,0,0,0,0,0,0,0,14,152,158,18,2018-09-03 13:30:00+00:00,PT30M,5b8d3a9c5f627d7595a54cf5,PT30M,0.0
1651,5b8d3c566cc249162d3b2694,0,0,0,0,0,0,0,0,14,154,175,18,2018-09-03 14:00:00+00:00,PT30M,5b8d41765f627d7595a54cf7,PT30M,0.0
1652,5b8d43306cc249162d3b2696,0,0,0,0,0,0,0,0,14,154,-169,19,2018-09-03 14:30:00+00:00,PT30M,5b8d48525f627d7595a54cf9,PT30M,0.0
1653,5b8d50ea6cc249162d3b269a,0,0,0,0,0,0,0,0,14,148,-140,21,2018-09-03 15:30:00+00:00,PT30M,5b8d56065f627d7595a54cfd,PT30M,0.0
1654,5b8d57c86cc249162d3b269c,0,0,0,0,0,0,0,0,14,144,-129,23,2018-09-03 16:00:00+00:00,PT30M,5b8d5cdf5f627d7595a54cff,PT30M,0.0
1655,5b8d5ea16cc249162d3b269e,0,0,0,0,0,0,0,0,14,139,-121,25,2018-09-03 16:30:00+00:00,PT30M,5b8d63b95f627d7595a54d01,PT30M,0.0
1656,5b8d657b6cc249162d3b26a0,0,0,0,0,0,0,0,0,14,133,-114,27,2018-09-03 17:00:00+00:00,PT30M,5b8d6a945f627d7595a54d03,PT30M,0.0
1657,5b8d6c546cc249162d3b26a2,0,0,0,0,0,0,0,0,14,127,-108,29,2018-09-03 17:30:00+00:00,PT30M,5b8d716d5f627d7595a54d05,PT30M,0.0
1658,5b8d732e6cc249162d3b26a4,0,0,0,0,0,0,0,0,14,121,-102,31,2018-09-03 18:00:00+00:00,PT30M,5b8d78465f627d7595a54d07,PT30M,0.0
1659,5b8d7a086cc249162d3b26a6,0,0,0,0,0,0,0,0,14,115,-98,32,2018-09-03 18:30:00+00:00,PT30M,5b8d7f1f5f627d7595a54d09,PT30M,0.0
1660,5b8d80e16cc249162d3b26a8,0,0,0,0,0,0,0,0,14,109,-93,34,2018-09-03 19:00:00+00:00,PT30M,5b8d85f95f627d7595a54d0b,PT30M,0.0
1661,5b8d87b86cc249162d3b26aa,0,0,0,0,0,0,0,0,14,103,-89,19,2018-09-03 19:30:00+00:00,PT30M,5b8d8cd25f627d7595a54d0d,PT30M,0.0
1662,5b8d8e926cc249162d3b26ac,0,0,0,0,0,0,0,0,14,96,-85,19,2018-09-03 20:00:00+00:00,PT30M,5b8d93ab5f627d7595a54d0f,PT30M,0.0
1663,5b8d95706cc249162d3b26ae,10,10,9,3,20,20,20,6,14,90,-81,20,2018-09-03 20:30:00+00:00,PT30M,5b8d9a845f627d7595a54d11,PT30M,5.37338588654334
1664,5b8d9c486cc249162d3b26b0,71,71,68,35,204,194,204,37,14,84,-76,20,2018-09-03 21:00:00+00:00,PT30M,5b8da1675f627d7595a54d13,PT30M,46.4909720751812
1665,5b8da32d6cc249162d3b26b2,135,158,118,50,242,119,467,84,15,78,-72,15,2018-09-03 21:30:00+00:00,PT30M,5b8da8525f627d7595a54d15,PT30M,144.993645693194
1666,5b8daa0f6cc249162d3b26b4,236,253,195,138,451,250,572,99,15,72,-67,8,2018-09-03 22:00:00+00:00,PT30M,5b8daf415f627d7595a54d17,PT30M,272.716933588512
1667,5b8db0f16cc249162d3b26b6,329,358,278,213,541,282,697,115,15,67,-62,7,2018-09-03 22:30:00+00:00,PT30M,5b8db61a5f627d7595a54d19,PT30M,282.171533132685
1668,5b8db7c96cc249162d3b26b8,377,443,322,194,402,178,708,183,16,61,-56,16,2018-09-03 23:00:00+00:00,PT30M,5b8dc3cd5f627d7595a54d1d,PT30M,444.455376549681
1669,5b8dbea26cc249162d3b26ba,519,534,472,405,724,534,775,113,16,56,-50,2,2018-09-03 23:30:00+00:00,PT30M,5b8dcaab5f627d7595a54d1f,PT30M,513.346520154495
1670,5b8dc57b6cc249162d3b26bc,589,603,512,468,755,471,801,120,16,52,-42,2,2018-09-04 00:00:00+00:00,PT30M,5b8dd1865f627d7595a54d21,PT30M,574.543614382418
1671,5b8dcc566cc249162d3b26be,663,665,623,553,828,733,831,109,16,48,-34,17,2018-09-04 00:30:00+00:00,PT30M,5b8dd85f5f627d7595a54d23,PT30M,617.601470128913
1672,5b8dd3306cc249162d3b26c0,683,705,649,548,778,707,839,135,16,45,-25,3,2018-09-04 01:00:00+00:00,PT30M,5b8ddf3c5f627d7595a54d25,PT30M,680.066975523536
1673,5b8dda086cc249162d3b26c2,735,735,683,621,852,725,852,116,16,43,-14,15,2018-09-04 01:30:00+00:00,PT30M,5b8de6155f627d7595a54d27,PT30M,698.481028154588
1674,5b8de0e16cc249162d3b26c4,749,749,665,629,851,608,851,118,17,42,-3,15,2018-09-04 02:00:00+00:00,PT30M,5b8deced5f627d7595a54d29,PT30M,700.609669185042
1675,5b8de7b86cc249162d3b26c6,737,744,672,611,825,642,843,125,17,42,8,1,2018-09-04 02:30:00+00:00,PT30M,5b8df3c65f627d7595a54d2b,PT30M,601.43438310969
1676,5b8dee916cc249162d3b26c8,654,688,617,456,629,543,732,198,16,43,18,9,2018-09-04 03:00:00+00:00,PT30M,5b8dfa9f5f627d7595a54d2d,PT30M,557.413685637358
1677,5b8df5696cc249162d3b26ca,610,684,526,399,577,298,812,210,16,46,28,11,2018-09-04 03:30:00+00:00,PT30M,5b8e01785f627d7595a54d2f,PT30M,559.86768734954
1678,5b8dfc446cc249162d3b26cc,606,637,536,460,708,459,806,145,16,49,37,4,2018-09-04 04:00:00+00:00,PT30M,5b8e08525f627d7595a54d31,PT30M,601.167168423413
1679,5b8e09f66cc249162d3b26d0,569,571,550,460,774,733,779,109,16,53,45,14,2018-09-04 04:30:00+00:00,PT30M,5b8e0f2b5f627d7595a54d33,PT30M,545.287534934681
1680,5b8e10cf6cc249162d3b26d2,477,480,454,357,682,579,692,120,16,58,52,3,2018-09-04 05:00:00+00:00,PT30M,5b8e16085f627d7595a54d35,PT30M,423.830967905461
1681,5b8e17a76cc249162d3b26d4,380,388,355,256,576,443,614,124,16,63,58,6,2018-09-04 05:30:00+00:00,PT30M,5b8e1ce25f627d7595a54d37,PT30M,367.262931134683
1682,5b8e1e816cc249162d3b26d6,285,289,252,168,478,271,504,116,16,69,64,7,2018-09-04 06:00:00+00:00,PT30M,5b8e23bc5f627d7595a54d39,PT30M,285.566199529701
1683,5b8e255c6cc249162d3b26d8,199,203,187,107,399,308,430,92,16,74,69,5,2018-09-04 06:30:00+00:00,PT30M,5b8e2a975f627d7595a54d3b,PT30M,186.560349743571
1684,5b8e2c356cc249162d3b26da,108,110,103,43,237,188,250,65,16,80,74,5,2018-09-04 07:00:00+00:00,PT30M,5b8e31715f627d7595a54d3d,PT30M,92.0534242812153
1685,5b8e330d6cc249162d3b26dc,37,39,35,12,70,55,77,26,15,86,78,3,2018-09-04 07:30:00+00:00,PT30M,5b8e384b5f627d7595a54d3f,PT30M,27.4384186616017
1686,5b8e39e76cc249162d3b26de,3,3,3,1,6,6,6,2,15,92,82,14,2018-09-04 08:00:00+00:00,PT30M,5b8e3f245f627d7595a54d41,PT30M,0.0
1687,5b8e40c06cc249162d3b26e0,0,0,0,0,0,0,0,0,15,99,86,14,2018-09-04 08:30:00+00:00,PT30M,5b8e45ff5f627d7595a54d43,PT30M,0.0
1688,5b8e47986cc249162d3b26e2,0,0,0,0,0,0,0,0,15,105,91,14,2018-09-04 09:00:00+00:00,PT30M,5b8e4cd75f627d7595a54d45,PT30M,0.0
1689,5b8e4e726cc249162d3b26e4,0,0,0,0,0,0,0,0,15,111,95,14,2018-09-04 09:30:00+00:00,PT30M,5b8e53b05f627d7595a54d47,PT30M,0.0
1690,5b8e554a6cc249162d3b26e6,0,0,0,0,0,0,0,0,15,117,99,15,2018-09-04 10:00:00+00:00,PT30M,5b8e5a8a5f627d7595a54d49,PT30M,0.0
1691,5b8e5c266cc249162d3b26e8,0,0,0,0,0,0,0,0,15,123,104,15,2018-09-04 10:30:00+00:00,PT30M,5b8e61645f627d7595a54d4b,PT30M,0.0
1692,5b8e62ff6cc249162d3b26ea,0,0,0,0,0,0,0,0,15,129,110,15,2018-09-04 11:00:00+00:00,PT30M,5b8e683d5f627d7595a54d4d,PT30M,0.0
1693,5b8e69d96cc249162d3b26ec,0,0,0,0,0,0,0,0,15,135,116,15,2018-09-04 11:30:00+00:00,PT30M,5b8e6f1e5f627d7595a54d4f,PT30M,0.0
1694,5b8e70bc6cc249162d3b26ee,0,0,0,0,0,0,0,0,15,140,124,16,2018-09-04 12:00:00+00:00,PT30M,5b8e75f75f627d7595a54d51,PT30M,0.0
1695,5b8e77946cc249162d3b26f0,0,0,0,0,0,0,0,0,15,145,133,16,2018-09-04 12:30:00+00:00,PT30M,5b8e7cd15f627d7595a54d53,PT30M,0.0
1696,5b8e7e6d6cc249162d3b26f2,0,0,0,0,0,0,0,0,15,149,145,16,2018-09-04 13:00:00+00:00,PT30M,5b8e83aa5f627d7595a54d55,PT30M,0.0
1697,5b8e85466cc249162d3b26f4,0,0,0,0,0,0,0,0,15,152,159,17,2018-09-04 13:30:00+00:00,PT30M,5b8e8a835f627d7595a54d57,PT30M,0.0
1698,5b8e8c1f6cc249162d3b26f6,0,0,0,0,0,0,0,0,15,154,175,17,2018-09-04 14:00:00+00:00,PT30M,5b8e915b5f627d7595a54d59,PT30M,0.0
1699,5b8e92f86cc249162d3b26f8,0,0,0,0,0,0,0,0,15,153,-169,18,2018-09-04 14:30:00+00:00,PT30M,5b8e98345f627d7595a54d5b,PT30M,0.0
1700,5b8ea0ae6cc249162d3b26fc,0,0,0,0,0,0,0,0,15,148,-140,19,2018-09-04 15:30:00+00:00,PT30M,5b8ea5e65f627d7595a54d5f,PT30M,0.0
1701,5b8ea7876cc249162d3b26fe,0,0,0,0,0,0,0,0,14,143,-130,20,2018-09-04 16:00:00+00:00,PT30M,5b8eacbf5f627d7595a54d61,PT30M,0.0
1702,5b8eae5f6cc249162d3b2700,0,0,0,0,0,0,0,0,14,138,-121,21,2018-09-04 16:30:00+00:00,PT30M,5b8eb3985f627d7595a54d63,PT30M,0.0
1703,5b8eb5386cc249162d3b2702,0,0,0,0,0,0,0,0,14,133,-114,22,2018-09-04 17:00:00+00:00,PT30M,5b8eba715f627d7595a54d65,PT30M,0.0
1704,5b8ebc116cc249162d3b2704,0,0,0,0,0,0,0,0,14,127,-108,23,2018-09-04 17:30:00+00:00,PT30M,5b8ec14a5f627d7595a54d67,PT30M,0.0
1705,5b8ec2ea6cc249162d3b2706,0,0,0,0,0,0,0,0,14,121,-103,25,2018-09-04 18:00:00+00:00,PT30M,5b8ecefd5f627d7595a54d6b,PT30M,0.0
1706,5b8ec9c36cc249162d3b2708,0,0,0,0,0,0,0,0,14,115,-98,26,2018-09-04 18:30:00+00:00,PT30M,5b8ed5d85f627d7595a54d6d,PT30M,0.0
